src	dst	numberOfPaths
3667517	3769665	1
3667517	4344563	1
3667517	4349675	1
3667620	4320085	1
3667630	3779873	1
3667630	4256763	1
3667630	3429111	2
3667630	3679929	3
3667630	3808587	3
3667630	3895279	1
3667630	3981377	1
3667630	4804405	1
3667630	3255569	2
3667630	3624581	1
3667630	4101255	1
3667630	3300858	1
3667630	3750692	1
3667630	4079542	1
3667630	4842488	1
3667630	3239784	2
3667630	3267366	3
3667630	3730056	1
3668240	3712682	3
3668240	3564348	1
3668240	4111258	2
3668240	4259492	1
3668344	3657029	1
3668344	3658323	1
3668344	3254572	4
3668380	3546837	3
3668380	3818245	1
3668380	3496560	1
3668626	3539434	1
3669113	3309767	2
3669113	3663991	1
3669113	3401136	1
3669113	3528584	1
3669113	3705056	1
3669113	3817802	1
3669113	3720902	1
3669486	3305545	1
3669486	3313321	1
3669486	3351587	1
3669486	3616225	1
3669486	3654337	1
3669486	3723063	1
3669486	3954897	1
3669486	3957979	1
3669486	3110551	1
3669486	3255059	1
3669486	3617109	1
3669486	4313899	1
3669486	3293211	1
3669486	3298419	1
3669486	3454783	1
3669486	3539853	1
3669486	3605135	1
3669486	3957269	1
3669486	3008281	1
3669486	3302801	1
3669486	3325303	1
3669486	3413891	1
3669486	3415001	1
3669486	3440007	1
3669486	3645493	1
3669486	3957259	1
3669486	3654240	1
3669486	4331366	1
3669486	3081898	1
3669486	3114376	1
3669486	3307330	1
3669486	3313640	1
3669486	3646322	1
3669486	3649150	1
3669486	3825048	1
3669486	3259268	1
3669486	3400172	1
3669486	3479352	1
3669486	3638180	1
3669486	3645694	1
3669486	3648614	2
3669486	4130274	1
3669486	2998722	1
3669486	3007172	1
3669486	3109162	1
3669486	3295752	1
3669486	3576814	1
3669486	3613762	1
3669486	3780076	1
3669486	3961260	1
3669689	3082213	5
3669689	3640709	5
3669689	3878621	4
3669689	3903305	1
3669689	4090791	4
3669689	4526133	3
3669689	3410715	1
3669689	3480339	3
3669689	3292899	3
3669689	3856371	3
3669689	4053899	4
3669689	4084249	3
3669689	3338012	4
3669689	3800104	4
3669689	4118302	2
3669689	3221790	4
3669689	3555162	4
3669689	3888148	3
3669689	4101940	6
3669689	4104642	1
3669689	4516068	1
3669689	3559622	1
3669689	3641222	4
3669689	3729424	3
3669822	3841814	3
3669891	3643387	1
3669891	3662209	1
3669891	4476806	1
3669929	3729109	2
3669929	3098766	2
3669929	3015964	1
3669929	3078458	2
3669929	3369416	1
3669944	3182081	1
3669944	3614533	2
3669944	3835145	1
3669944	3877187	1
3669944	3288319	1
3669944	3877467	3
3669944	3297741	1
3669944	3810839	3
3669944	3561336	1
3669944	4455420	1
3669944	3291940	1
3669944	3838258	1
3669944	3359352	1
3670214	644511	1
3670214	3003269	1
3670214	3677791	2
3670214	4778201	1
3670214	3468421	1
3670214	3583733	1
3670214	4339309	1
3670214	654186	1
3670214	3871310	1
3670214	4834946	1
3670214	2410858	1
3670214	3563668	1
3670214	4327662	1
3670214	3030934	1
3670214	4817076	1
3670372	3111677	2
3670372	3860649	1
3670372	3908313	1
3670372	4079741	1
3670372	3230492	2
3670372	3228008	1
3670372	3486802	1
3670372	3880670	1
3670831	3289479	1
3670831	4114187	1
3670831	2988809	1
3670831	2989314	1
3670831	2989456	1
3670831	4318638	1
3670851	3764607	2
3670851	3768151	1
3670851	2945289	2
3670851	3566697	2
3670851	3221703	3
3670851	3121166	2
3670851	3661482	2
3670851	3244696	1
3670851	4013304	1
3670851	3073882	2
3670851	3660866	2
3670862	4294523	1
3670862	3438939	2
3670862	3973678	3
3670862	4108670	1
3670971	3098766	1
3671789	4342217	1
3671789	3523025	1
3671789	4315307	1
3671789	3546507	1
3671789	4311749	1
3671792	3015187	1
3671792	3899869	1
3671792	3328716	1
3671792	3877836	1
3672571	3855735	1
3672585	4012007	1
3672585	3880479	2
3672585	4188739	3
3672585	3688442	1
3672585	4360450	2
3672585	3800394	1
3672585	3833336	1
3672585	3810572	2
3672585	4027474	3
3672585	4175270	3
3672633	3561217	2
3672633	3710733	1
3672633	3310382	1
3672633	3523146	1
3672633	3695610	1
3672633	3473774	1
3672654	3321147	1
3672654	3179859	1
3672654	3647272	1
3673022	551909	1
3673022	3552853	1
3673022	3584633	2
3673022	3656587	1
3673022	3760355	1
3673022	4106201	1
3673022	4081115	4
3673022	3435649	1
3673022	3588751	2
3673022	3692425	1
3673022	4277322	1
3673022	4118450	4
3673022	4449864	4
3673022	3872608	1
3673022	4278870	1
3673056	3706337	2
3673056	3808402	2
3673641	3409439	1
3673641	3751363	1
3673641	3114852	1
3674080	3002103	2
3674080	3520189	2
3674080	4173219	2
3674080	4271547	2
3674080	3335712	2
3674080	3367150	2
3674123	3766831	2
3674123	3732434	1
3674266	3696739	1
3674266	3677818	1
3674301	3594181	1
3674301	4304326	4
3674349	3760931	1
3674349	3314477	1
3674349	3297673	1
3674349	3308597	1
3674349	371718	2
3674349	3626160	1
3674349	3874696	1
3674349	3294478	1
3674349	3304128	1
3674349	4318638	1
3674692	3870943	1
3674692	3942931	1
3674735	3460477	2
3674735	2960260	2
3674757	3824667	1
3674757	3456527	1
3674757	3483937	3
3674757	3701165	1
3674757	3736251	1
3674757	2993595	2
3674757	3546461	1
3674757	3731923	2
3674757	3378740	1
3674757	3458518	2
3674757	3555668	1
3674757	3696640	1
3674757	3831382	1
3674820	3510982	1
3675000	3656227	1
3675000	3710589	1
3675000	3600683	1
3675000	3726857	1
3675000	3801471	1
3675000	3492168	1
3675000	3525692	1
3675000	3583786	1
3675000	3610030	2
3675000	3902986	2
3675000	3902958	1
3675287	3681094	1
3675315	3855189	1
3675315	3703701	1
3675315	3558038	1
3675315	3306330	1
3675315	4390714	1
3675641	3080025	1
3675641	3738183	4
3675641	4378299	2
3675641	3116185	1
3675641	3403399	4
3675641	3531547	4
3675641	3488233	3
3675641	4349659	3
3675641	3114315	2
3675641	3854055	4
3675641	3938057	2
3675641	3974623	2
3675641	2995686	2
3675641	3025000	3
3675641	3163040	1
3675641	3704330	3
3675641	3826160	4
3675641	3956242	1
3675641	4053186	1
3675641	687180	1
3675641	3605942	4
3675641	3869574	4
3675641	4031712	3
3675641	4127092	1
3675641	3116712	1
3675641	3839208	2
3675641	3961426	1
3675641	3981416	2
3675777	3328457	2
3675777	3559988	2
3675777	3564826	2
3676098	3381569	1
3676098	4843913	1
3676098	4288055	1
3676098	4817171	1
3676098	3604289	2
3676098	3926829	2
3676098	3759874	4
3676098	260422	1
3676098	4067684	1
3676098	4847644	1
3676098	4258598	1
3676441	4341056	1
3676731	3533977	2
3676731	3708473	2
3676731	3857103	3
3676731	3736896	3
3676731	4094072	1
3676765	3734983	1
3676765	2599637	1
3676834	3923241	1
3676834	3968627	1
3676834	4316559	1
3676834	3479923	3
3676834	4152307	1
3676834	3801763	1
3676834	3962551	1
3676834	4356425	1
3676834	4844147	1
3676834	3918768	1
3676834	4009202	1
3676834	4192250	1
3676834	3680318	1
3676834	3981636	1
3676834	3943302	1
3676834	4004916	2
3676834	4844556	1
3676834	3988342	1
3676834	4139046	2
3677071	3691365	1
3677071	4382069	1
3677071	3972182	2
3677071	4283562	2
3677111	3483735	1
3677341	3649553	1
3677341	3350083	1
3677341	4118330	2
3677341	3254012	1
3677598	3626281	1
3677598	3562134	3
3677598	3119476	2
3677691	3113803	3
3677791	644511	1
3677791	3003269	1
3677791	4778201	1
3677791	3468421	1
3677791	3583733	1
3677791	4339309	1
3677791	654186	1
3677791	3871310	1
3677791	4834946	1
3677791	2410858	1
3677791	3563668	1
3677791	3670214	2
3677791	4327662	1
3677791	3030934	1
3677791	4817076	1
3677818	3696739	3
3677818	3674266	1
3677945	3536251	3
3677945	3678655	3
3677945	4175763	3
3677945	3394558	1
3677945	4282028	2
3678127	3327241	2
3678127	3951283	1
3678127	3234245	2
3678127	681504	1
3678127	4111768	1
3678127	3243340	2
3678127	3644278	1
3678127	3634022	2
3678592	332303	1
3678592	4306845	1
3678592	749153	1
3678592	3646481	1
3678592	3375271	1
3678592	3409804	1
3678592	3200630	2
3678592	3646720	1
3678592	3645526	1
3678592	4828090	1
3678592	4855852	1
3678655	3536251	3
3678655	3677945	3
3678655	4175763	3
3678655	3394558	1
3678655	4282028	2
3679416	3305351	1
3679416	3572243	2
3679725	3104868	1
3679725	4098118	1
3679929	3779873	1
3679929	4256763	1
3679929	3429111	1
3679929	3808587	3
3679929	3895279	1
3679929	3981377	1
3679929	4804405	1
3679929	3255569	1
3679929	3624581	1
3679929	4101255	1
3679929	3300858	1
3679929	3667630	3
3679929	3750692	1
3679929	4079542	1
3679929	4842488	1
3679929	3239784	1
3679929	3267366	2
3679929	3730056	1
3680100	586107	1
3680318	3923241	1
3680318	3968627	2
3680318	4316559	1
3680318	3479923	1
3680318	4152307	1
3680318	3801763	2
3680318	3962551	1
3680318	4356425	1
3680318	4844147	1
3680318	3676834	1
3680318	3918768	1
3680318	4009202	1
3680318	4192250	1
3680318	3981636	1
3680318	3943302	1
3680318	4004916	1
3680318	4844556	2
3680318	3988342	3
3680318	4139046	1
3680669	3758543	2
3680669	3310189	2
3680669	3211904	2
3680669	3861348	4
3680669	3867266	5
3680963	4805359	4
3681094	3675287	1
3681188	3984279	1
3681244	3627294	1
3681365	3363731	3
3681365	3667143	2
3681365	3316154	2
3681365	4199904	1
3681702	3281337	1
3681702	4829228	1
3681702	4829310	3
3682238	3708904	3
3682342	3789747	2
3682342	3786809	1
3682342	3852521	4
3682342	3694596	3
3682436	3695937	2
3682436	4850836	1
3682442	3743535	3
3682442	3855887	1
3682442	4304145	1
3682442	4036189	1
3682442	3403803	2
3682442	3411076	2
3682768	3822819	1
3682768	4218941	1
3682768	3614326	1
3682768	4024814	1
3683029	3450058	2
3683346	4802136	1
3683346	4802418	2
3683690	3960681	2
3683690	3722109	2
3683690	3911741	1
3683690	4129949	2
3683690	3920450	2
3683690	3897428	3
3683690	4195344	4
3683690	4374138	1
3683690	3770446	2
3683690	3908618	3
3683755	3886092	2
3683755	3890294	1
3683988	3834353	1
3683988	3730044	1
3683988	3506930	1
3684381	4508983	3
3684381	3667055	1
3684557	3716946	1
3684557	4061058	2
3684557	3686742	1
3684557	3825058	1
3684672	3691877	1
3684672	4118327	1
3684672	3513721	1
3684672	3035074	1
3684672	3368432	1
3684672	4153988	1
3684909	4330609	1
3684909	3247478	1
3684909	3074392	1
3684909	3526978	1
3684939	3824469	2
3684939	3893401	2
3684939	4776052	1
3685491	3358189	1
3685491	3095333	1
3685491	3165303	1
3685491	3454283	1
3685491	3535369	1
3685491	3104113	2
3685491	3292509	1
3685491	3474159	1
3685491	281844	1
3685491	3355064	1
3685491	3452410	1
3685491	3625648	1
3685491	3929288	1
3685491	4344402	1
3685846	3309403	2
3685846	4072327	2
3685846	4013796	3
3686059	3469429	1
3686059	3525615	1
3686059	3460575	1
3686059	3575285	2
3686059	3706599	1
3686059	3730233	1
3686059	3584263	1
3686059	3713447	2
3686059	4170509	1
3686059	4319873	1
3686059	3816540	2
3686059	3861942	1
3686059	4049290	2
3686059	4079188	1
3686059	4863610	1
3686059	3081196	1
3686059	3378452	1
3686059	3561894	1
3686059	3415828	1
3686059	3993270	1
3686059	4860070	1
3686742	3684557	1
3686742	4061058	1
3686742	3697530	1
3686890	3547651	2
3686890	3829959	2
3686890	3571241	3
3686890	4829929	2
3686890	3865730	2
3686890	4060034	2
3686890	4081462	1
3686890	3709168	2
3687401	3923241	2
3687401	4356425	1
3687401	4844147	1
3687490	3947339	1
3687524	2961057	1
3687524	3223109	5
3687524	4341815	1
3687524	4340135	1
3687524	530019	1
3687524	3939128	1
3687524	3309622	1
3687524	2965282	1
3687524	3502572	1
3687524	3818106	1
3687524	3822516	1
3687689	4854365	1
3687689	4308726	1
3687722	3091251	2
3687722	3219513	1
3687722	3699095	1
3687722	3113589	1
3687722	3509445	1
3687722	4822480	1
3687736	3863234	1
3688081	3567020	3
3688442	4012007	1
3688442	3880479	1
3688442	4188739	1
3688442	3672585	1
3688442	4360450	1
3688442	3800394	1
3688442	3833336	1
3688442	3810572	1
3688442	3816552	1
3688442	4027474	1
3688442	4175270	1
3688667	3925249	3
3688698	3642349	1
3688698	3315306	1
3688698	3847434	4
3688817	3861383	2
3688817	4328447	1
3688817	393981	1
3688817	4873076	1
3688879	3811934	1
3688879	3837470	1
3689428	4209813	1
3689428	3777165	1
3689428	4075422	1
3690005	3378122	1
3690111	3628733	4
3690111	3429465	2
3690111	3513149	2
3690111	3707765	4
3690111	3900185	3
3690111	3256220	2
3690158	4469335	1
3690158	3933057	1
3690158	3931183	1
3690158	4032281	1
3690158	3855254	1
3690278	3715461	3
3690278	3438939	2
3690278	3123800	1
3690362	3836540	1
3690421	4827841	1
3690421	3701983	1
3690421	4766166	1
3690421	4043260	1
3690421	4335982	1
3690421	4832306	1
3690899	3661426	2
3690995	3274991	2
3691062	3309474	1
3691062	3873490	1
3691062	3487994	1
3691184	3429465	1
3691184	3707765	1
3691184	3943593	1
3691184	3256220	1
3691184	3628686	1
3691184	4817032	1
3691365	3677071	1
3691702	4166887	1
3691718	3722922	1
3691877	3529029	1
3691877	4118327	1
3691877	3513721	1
3691877	3464618	1
3691877	3407144	1
3691877	3684672	1
3691877	3355818	1
3691877	3368432	1
3691877	4153988	1
3692425	551909	1
3692425	3552853	3
3692425	3656587	1
3692425	3760355	1
3692425	4106201	1
3692425	4081115	1
3692425	3435649	1
3692425	3588751	1
3692425	3673022	1
3692425	4277322	1
3692425	4118450	1
3692425	4449864	1
3692425	3872608	1
3692425	4278870	1
3692544	654186	1
3692544	2410430	1
3692544	2542904	1
3692544	2980996	1
3692544	3045112	1
3692593	3808463	1
3692593	4118590	1
3692903	3347439	2
3692903	2995719	1
3692903	4122615	1
3692903	3950794	1
3692903	4108276	2
3692903	3845696	2
3692903	3922790	2
3692913	3096841	1
3692913	3091123	1
3692913	3027108	1
3692913	3783112	2
3692913	3934648	1
3693049	3222667	1
3693349	3918337	1
3693349	4217705	1
3693367	3344133	1
3693367	3553467	2
3693367	4184531	1
3693367	3605385	1
3693367	3695240	6
3693367	3354808	2
3693367	4382646	1
3693595	3981067	2
3693595	3389152	2
3693595	3911840	2
3693595	3645974	2
3693595	4179438	2
3693595	4182748	2
3693784	2998687	1
3693784	3655572	2
3693943	4182307	1
3693943	2975787	2
3693943	3337453	3
3693943	4261897	2
3693943	4021171	2
3693943	3943822	2
3693947	3710973	1
3693947	3857208	1
3693947	3781270	1
3694131	3427200	3
3694131	3515806	2
3694131	3722186	2
3694131	3589364	3
3694131	3506930	2
3694131	3591074	1
3694289	1022227	3
3694289	1872893	2
3694289	1522429	2
3694289	3797507	2
3694289	1277519	2
3694289	3513483	2
3694289	1922117	2
3694308	3871055	1
3694596	3789747	2
3694596	3786809	1
3694596	3852521	4
3694596	3682342	3
3694828	4179925	1
3694828	4143774	2
3694828	4177208	1
3694828	2999284	1
3694828	3497100	1
3694831	3667225	2
3694831	4066466	1
3694831	3245666	2
3694831	2979488	3
3694900	2991119	1
3694900	3461431	1
3694900	4344313	1
3694900	3540982	1
3695021	3713376	1
3695046	3591960	1
3695240	3344133	1
3695240	3553467	1
3695240	3605385	1
3695240	3693367	6
3695240	3354808	1
3695240	4382646	1
3695397	3817087	2
3695397	3054443	1
3695397	3728895	2
3695397	3748657	2
3695397	3724626	1
3695397	4480496	2
3695397	3862844	1
3695397	286490	1
3695397	3403372	1
3695397	4192524	1
3695501	3604537	1
3695605	3618085	1
3695605	3704875	1
3695605	3880981	2
3695605	3796354	1
3695610	3561217	1
3695610	3672633	1
3695610	3710733	1
3695610	3310382	1
3695610	3523146	1
3695610	3473774	2
3695718	3837837	2
3695718	4007671	1
3695718	3991345	1
3695718	4008643	1
3695718	3714562	1
3695718	3840324	1
3695718	3995082	2
3695718	3843358	2
3695937	4850836	3
3695937	3682436	2
3695978	3526435	2
3695978	3527959	2
3695978	3614455	3
3696111	4469497	2
3696111	3592783	1
3696111	4204807	2
3696111	3487933	1
3696111	4466889	1
3696111	3253378	1
3696111	3833360	2
3696283	3919083	1
3696396	3528461	1
3696396	3729263	1
3696396	3946189	1
3696396	3730866	2
3696462	4308745	1
3696640	3307133	1
3696640	3824667	2
3696640	3456527	1
3696640	3483937	2
3696640	3593977	1
3696640	3674757	1
3696640	3701165	2
3696640	3736251	2
3696640	2993595	2
3696640	3546461	2
3696640	3731923	2
3696640	3775980	1
3696640	3378740	2
3696640	3458518	1
3696640	4360424	1
3696640	3555668	2
3696640	3831382	2
3696734	475663	1
3696734	3348425	3
3696734	3613575	2
3696734	3613739	1
3696734	2998687	2
3696734	441822	2
3696734	3037656	2
3696734	3610916	1
3696734	4810952	2
3696734	3663580	2
3696734	4058506	1
3696739	3677818	3
3696739	3674266	1
3696766	1841649	1
3696766	3408059	2
3696766	3842933	1
3696766	3406007	1
3696766	3110942	1
3696791	3501493	2
3696791	3454185	3
3696791	3705274	1
3696791	3754240	3
3696840	3541013	1
3697206	3509617	1
3697530	3686742	1
3697586	3703633	1
3697586	2906996	1
3697586	3345226	1
3697892	3965503	1
3697892	3431695	1
3697892	3570689	1
3697892	3453232	1
3697892	3548414	1
3697892	3604668	1
3697892	3626698	1
3698183	3309479	1
3698183	3194931	1
3698183	3311173	1
3698183	4592015	1
3698183	3656201	1
3698183	3733081	1
3698183	3871055	1
3698183	3431333	1
3698183	3495185	1
3698183	3526253	1
3698183	3977989	1
3698183	4819919	1
3698183	3373576	2
3698183	3384534	1
3698183	3716736	1
3698183	4009004	1
3698183	3426958	1
3698183	3869278	1
3698958	3609651	1
3698958	3610629	1
3698958	3257183	3
3698958	3265412	4
3698958	3627574	3
3698958	3911338	1
3698958	4819510	1
3698958	3611002	1
3698958	3825944	3
3698958	3582172	2
3699095	3091251	1
3699095	3219513	1
3699095	4040055	1
3699095	3113589	1
3699095	3509445	3
3699095	3799126	1
3699095	3110238	1
3699095	3523476	1
3699095	3687722	1
3699095	4822480	3
3699112	4646903	1
3699112	2282657	1
3699112	3721089	1
3699112	4020387	1
3699112	2321486	1
3699278	3370317	1
3699278	3026839	1
3699278	3411857	2
3699278	3453095	3
3699278	3482396	2
3699278	3840390	1
3699278	662152	1
3699278	3606298	2
3699278	3861316	1
3699278	3516810	1
3699278	3605344	2
3699278	3740636	3
3699278	3799332	1
3699709	3909303	1
3699855	3891561	2
3699855	3487496	1
3699887	3592787	2
3700048	3132101	4
3700048	3303121	1
3700048	3819908	1
3700048	3660866	2
3700165	4034449	2
3700165	4296707	1
3700165	4851085	1
3700165	4452486	1
3700598	4778443	1
3700598	3187691	1
3700598	3178077	1
3700598	4224853	1
3700598	3887254	1
3700598	3275320	1
3700649	2599637	1
3700923	3871357	2
3700923	3346325	2
3700923	3801436	1
3700923	3530334	1
3701002	2599637	2
3701144	3334191	5
3701144	3300508	5
3701165	3307133	1
3701165	3824667	2
3701165	3456527	1
3701165	3483937	2
3701165	3593977	1
3701165	3674757	1
3701165	3736251	2
3701165	2993595	2
3701165	3546461	3
3701165	3731923	2
3701165	3775980	1
3701165	3378740	2
3701165	3458518	1
3701165	4360424	1
3701165	3555668	2
3701165	3696640	2
3701165	3831382	2
3701177	3741895	1
3701177	4306155	1
3701177	4846669	1
3701177	3982844	1
3701365	3823943	2
3701365	3878436	2
3701620	262803	1
3701620	1388819	1
3701620	257517	1
3701620	4817755	2
3701620	3034957	1
3701620	3335101	1
3701620	3610365	1
3701620	3759851	1
3701620	4322769	1
3701620	2930818	1
3701620	3573818	1
3701620	4021584	1
3701620	4684716	1
3701620	317750	1
3701914	3406313	2
3701914	3554625	1
3701914	3222724	1
3701914	3284776	1
3701914	3709138	1
3701914	3989900	1
3701914	4117456	2
3701939	3292521	2
3701939	3703227	1
3701939	3804547	3
3701939	4386179	2
3701939	3446885	1
3701939	3718561	2
3701939	3830419	2
3701939	3249283	2
3701939	3530379	2
3701939	3844521	2
3701939	4463741	1
3701939	3754454	3
3701939	3757780	1
3701939	3874298	2
3701939	3005844	1
3701939	3548800	1
3701939	3727444	2
3701939	2960442	1
3701939	3330522	2
3701939	3358812	2
3701939	3139692	1
3701939	3979974	3
3701939	4353204	2
3701983	3690421	1
3701983	4827841	1
3701983	4766166	1
3701983	4043260	1
3701983	4335982	1
3701983	4832306	1
3702100	3624407	1
3702100	4400519	1
3702100	4163594	2
3702100	4405910	1
3702263	2932003	1
3702263	4280208	1
3702977	3926829	1
3703106	3459803	1
3703106	3087988	2
3703172	4334980	2
3703172	3102832	1
3703227	3701939	1
3703227	3768107	1
3703227	3459689	1
3703227	3530379	2
3703227	3752085	1
3703227	4326399	1
3703227	4693427	1
3703227	3238552	1
3703227	3139692	1
3703596	3872213	2
3703596	3705290	4
3703596	3485948	2
3703596	3713392	3
3703633	2906996	1
3703633	3697586	1
3703633	3345226	3
3703701	3675315	1
3703701	3558038	3
3703701	3306330	3
3703958	4076237	2
3703958	3556192	2
3703985	3127245	1
3703985	4163580	1
3704057	4283409	1
3704057	4834949	2
3704057	3294589	1
3704057	3551935	4
3704057	3586548	5
3704330	3080025	1
3704330	3738183	3
3704330	4378299	2
3704330	3116185	1
3704330	3488233	1
3704330	3675641	3
3704330	4349659	2
3704330	3114315	2
3704330	3938057	1
3704330	3974623	2
3704330	2995686	1
3704330	3025000	2
3704330	4053186	1
3704330	4031712	2
3704330	3116712	1
3704330	3839208	2
3704330	3981416	2
3704485	4814647	3
3704546	4179105	2
3704546	4177512	1
3704546	3710696	1
3704875	3695605	1
3704875	4015565	6
3704875	4212729	3
3704875	3115522	1
3704875	4332062	1
3704875	3295362	2
3704875	4883596	1
3704875	3618680	1
3705056	3669113	1
3705056	3309767	1
3705056	3663991	1
3705056	3401136	2
3705056	3528584	1
3705056	3817802	1
3705056	3720902	1
3705126	3565237	2
3705126	3373435	1
3705126	2937436	1
3705126	3320032	9
3705126	3482672	2
3705126	3601716	1
3705274	3501493	1
3705274	3696791	1
3705274	3454185	1
3705274	3754240	1
3705290	3872213	1
3705290	3485948	2
3705290	3703596	4
3705290	3713392	2
3705852	4127071	2
3705852	3350303	6
3705852	3856557	2
3705852	4151088	2
3706201	730985	1
3706337	3673056	2
3706337	3808402	3
3706371	3713267	4
3706371	3242522	1
3706371	3862468	1
3706514	2599637	1
3706514	3710890	2
3706599	3469429	1
3706599	3525615	1
3706599	3460575	1
3706599	3575285	1
3706599	3726835	1
3706599	3730233	1
3706599	3713447	1
3706599	3686059	1
3706599	4170509	1
3706599	4319873	1
3706599	3816540	1
3706599	3861942	1
3706599	4049290	1
3706599	4079188	1
3706599	4863610	1
3706599	3081196	2
3706599	3378452	1
3706599	3561894	1
3706599	3415828	1
3706599	3993270	1
3706599	4860070	1
3707467	3868087	2
3707467	3748594	1
3707467	3842120	4
3707467	3896328	1
3707467	4025532	2
3707470	4101255	1
3707483	4096365	1
3707483	3336004	1
3707765	3622441	1
3707765	3628733	6
3707765	3274441	1
3707765	3429465	4
3707765	3513149	2
3707765	3900185	3
3707765	3943593	1
3707765	3690111	4
3707765	3256220	7
3707765	3628686	2
3707765	3629422	1
3707765	4127092	1
3707765	3691184	1
3707875	4034789	3
3707875	3811323	4
3707875	4169633	3
3708004	3975789	1
3708004	4150159	1
3708004	4292846	2
3708181	3247877	2
3708181	506371	4
3708181	3268033	4
3708181	3581683	4
3708181	4832785	4
3708181	3622218	2
3708181	3222348	4
3708181	4177810	4
3708181	1106474	4
3708181	3108530	4
3708181	3542084	1
3708181	3736768	4
3708473	3533977	1
3708473	3857103	2
3708473	3676731	2
3708473	3736896	3
3708475	4811039	1
3708475	2940969	1
3708475	3510931	1
3708475	3032893	1
3708475	4316445	1
3708475	2980996	1
3708489	3344163	2
3708489	3622491	1
3708489	685001	1
3708489	2928725	1
3708489	728997	4
3708489	4380319	1
3708489	4383199	1
3708489	3473475	1
3708489	3667055	1
3708489	3862973	2
3708489	4079885	1
3708489	3286088	1
3708489	4332222	1
3708489	4171416	1
3708489	3597140	5
3708489	3845692	2
3708489	3979956	2
3708489	3719426	1
3708514	3580297	1
3708514	3608278	1
3708514	3828868	1
3708514	4281338	2
3708665	4114341	2
3708665	3664243	2
3708665	3491412	1
3708665	3976198	2
3708904	3682238	3
3708972	3631771	2
3708972	3656227	2
3708972	3890415	2
3708972	3532683	1
3708972	3910985	1
3708972	3525692	1
3708972	3583786	1
3708972	3836618	1
3708972	3352584	3
3708972	3834236	2
3708972	4777006	1
3709138	3406313	3
3709138	3855887	1
3709138	4036189	1
3709138	4134063	1
3709138	3554625	3
3709138	3222724	3
3709138	3284776	3
3709138	3701914	1
3709138	3989900	3
3709138	4117456	3
3709138	3830684	1
3709168	3547651	2
3709168	3829959	4
3709168	3571241	2
3709168	4829929	2
3709168	3865730	3
3709168	4060034	4
3709168	3686890	2
3709447	3841161	1
3709447	3866127	3
3709447	4059781	2
3709447	4278443	1
3709447	3822767	2
3709447	3614826	2
3709447	3804608	1
3709447	3994394	1
3709447	4170964	1
3709447	4195682	2
3709447	4370666	1
3709447	3852752	2
3709447	3526860	1
3709447	3613902	1
3709555	3490139	1
3709555	3631489	1
3709555	3767023	1
3709555	4142929	1
3709555	3622845	1
3709555	3776997	1
3709555	4277057	1
3709555	3625786	1
3709555	3530784	1
3709555	3776866	1
3709556	3456451	4
3709556	3590129	1
3709556	3387706	1
3709556	4010488	1
3709622	3495149	3
3709622	4341816	1
3709622	4323222	1
3710258	4805359	1
3710258	3006216	2
3710589	3656227	1
3710589	3600683	1
3710589	3726857	2
3710589	3801471	1
3710589	3492168	1
3710589	3525692	1
3710589	3583786	1
3710589	3610030	1
3710589	3675000	1
3710589	3902986	2
3710589	3902958	1
3710696	3704546	1
3710696	4177512	1
3710719	4273509	1
3710719	4220459	1
3710733	3561217	1
3710733	3672633	1
3710733	3310382	1
3710733	3523146	1
3710733	3695610	1
3710733	3473774	1
3710793	3124371	2
3710793	3908507	2
3710793	3908581	1
3710793	3592769	1
3710793	3125374	2
3710793	3510982	2
3710890	2931475	4
3710890	3399055	4
3710890	3722834	3
3710890	3706514	2
3710973	3556473	1
3710973	3693947	1
3710973	3857208	4
3710973	3781270	1
3711169	4313623	1
3711169	3890596	1
3711198	3417486	2
3711734	3854283	1
3711734	3074573	1
3711734	4122545	1
3711734	4087674	1
3711734	3551096	1
3711734	3920602	1
3711734	3953992	1
3711734	4123724	1
3711904	4036429	1
3711904	4196887	2
3711904	4178668	2
3711904	4113782	3
3711926	3560017	1
3711926	3814834	1
3711926	4364424	1
3712682	3457047	1
3712682	3251377	1
3712682	3097113	1
3712682	3668240	3
3712682	3564348	1
3712682	4111258	3
3713134	3504649	1
3713134	3242475	3
3713134	3632770	1
3713267	3706371	4
3713267	3242522	1
3713267	3862468	1
3713283	4332099	1
3713283	3316537	2
3713283	3778231	2
3713283	4185693	2
3713283	4076997	2
3713283	4299081	2
3713283	2963547	1
3713283	3904791	2
3713283	3967591	2
3713283	3556494	2
3713283	4269026	1
3713283	4442764	1
3713283	4373628	1
3713283	4429382	3
3713283	4444918	1
3713283	4371630	1
3713376	3695021	1
3713392	3872213	3
3713392	3705290	2
3713392	3485948	1
3713392	3703596	3
3713436	3794635	1
3713436	3601420	1
3713447	3469429	3
3713447	3525615	1
3713447	3460575	3
3713447	3575285	2
3713447	3706599	1
3713447	3730233	2
3713447	3584263	1
3713447	3686059	2
3713447	4170509	2
3713447	4319873	1
3713447	3816540	2
3713447	3861942	2
3713447	4049290	2
3713447	4079188	1
3713447	4863610	1
3713447	3081196	1
3713447	3378452	1
3713447	3561894	2
3713447	3415828	1
3713447	3993270	1
3713447	4860070	1
3713459	3448865	1
3713459	3660237	1
3713459	4036712	1
3713459	3330420	1
3713793	3642795	1
3713793	4804405	1
3713793	3479815	1
3713793	3539434	2
3713793	3644284	1
